Frequency (Hz)	Level (dB)
738.185120	-68.899277
738.858032	-68.225761
739.530945	-68.077446
740.203857	-69.138618
740.876770	-68.496811
741.549683	-68.358055
742.222595	-67.523964
742.895508	-68.909515
743.568420	-69.661308
744.241333	-69.417793
744.914246	-68.700966
745.587158	-66.785889
746.260071	-67.651161
746.932983	-68.069092
747.605896	-68.061890
748.278809	-69.652687
748.951721	-68.570824
749.624634	-69.355202
750.297546	-66.893272
750.970459	-67.661919
751.643372	-65.448563
752.316284	-66.205109
752.989197	-66.321503
753.662109	-65.773880
754.335022	-66.081955
755.007935	-67.446899
755.680847	-64.847656
756.353760	-67.006172
757.026672	-66.561958
757.699585	-64.293510
758.372498	-63.457691
759.045410	-64.451027
759.718323	-62.984428
760.391235	-62.255672
761.064148	-64.097534
761.737061	-66.425240
762.409973	-62.927052
763.082886	-63.671265
763.755798	-64.198273
764.428711	-64.354851
765.101624	-63.286503
765.774536	-63.581505
766.447449	-65.131119
767.120361	-63.709949
767.793274	-63.250496
768.466187	-63.754593
769.139099	-63.023880
769.812012	-64.555962
770.484924	-62.590706
771.157837	-63.097389
771.830750	-62.876774
772.503662	-60.701939
773.176575	-61.189186
773.849487	-62.772076
774.522400	-59.346207
775.195312	-61.532410
775.868225	-61.566864
776.541138	-61.392593
777.214050	-59.450195
777.886963	-61.997341
778.559875	-63.389374
779.232788	-60.418339
779.905701	-60.076015
780.578613	-59.013836
781.251526	-61.319546
781.924438	-60.466724
782.597351	-61.574860
783.270264	-60.775349
783.943176	-58.916050
784.616089	-57.401917
785.289001	-59.321941
785.961914	-58.049057
786.634827	-56.136906
787.307739	-58.254223
787.980652	-58.218159
788.653564	-55.736629
789.326477	-57.812721
789.999390	-57.107094
790.672302	-57.757057
791.345215	-56.875473
792.018127	-57.124180
792.691040	-58.236095
793.363953	-61.258846
794.036865	-59.143620
794.709778	-57.158058
795.382690	-57.616985
796.055603	-59.664532
796.728516	-57.585640
797.401428	-55.586697
798.074341	-57.080746
798.747253	-55.214867
799.420166	-58.240517
