Frequency (Hz)	Level (dB)
709.922791	-68.122192
710.595703	-65.060585
711.268616	-66.850899
711.941528	-66.677803
712.614441	-65.932190
713.287354	-66.026222
713.960266	-65.414581
714.633179	-68.973839
715.306091	-68.458717
715.979004	-66.354424
716.651917	-67.168556
717.324829	-66.463821
717.997742	-65.509079
718.670654	-65.774162
719.343567	-66.735138
720.016479	-66.850502
720.689392	-66.962112
721.362305	-66.304085
722.035217	-68.443329
722.708130	-66.359558
723.381042	-67.086868
724.053955	-67.270309
724.726868	-66.255730
725.399780	-66.447975
726.072693	-65.601501
726.745605	-69.963905
727.418518	-69.147430
728.091431	-67.361076
728.764343	-67.905663
729.437256	-71.080338
730.110168	-67.644135
730.783081	-69.412766
731.455994	-69.435089
732.128906	-70.255516
732.801819	-70.293587
733.474731	-68.927391
734.147644	-68.868347
734.820557	-68.212097
735.493469	-67.520218
736.166382	-69.114006
736.839294	-67.573402
737.512207	-68.559158
738.185120	-69.887245
738.858032	-70.530640
739.530945	-69.428886
740.203857	-70.576378
740.876770	-69.740311
741.549683	-69.311172
742.222595	-69.296822
742.895508	-69.850372
743.568420	-70.671684
744.241333	-70.545296
744.914246	-69.848450
745.587158	-69.626740
746.260071	-68.906631
746.932983	-71.499298
747.605896	-70.783470
748.278809	-71.365021
748.951721	-72.740585
749.624634	-70.762054
750.297546	-70.417274
750.970459	-72.369576
751.643372	-69.839325
752.316284	-70.498604
752.989197	-70.005943
753.662109	-69.825691
754.335022	-70.114891
755.007935	-70.091667
755.680847	-70.267403
756.353760	-71.012932
757.026672	-70.296364
757.699585	-69.984238
758.372498	-70.159714
759.045410	-69.577766
759.718323	-68.163582
760.391235	-67.656456
761.064148	-71.434181
761.737061	-72.286171
762.409973	-69.797096
763.082886	-71.303452
763.755798	-70.304680
764.428711	-71.364182
765.101624	-68.932724
765.774536	-70.707481
766.447449	-71.125542
767.120361	-69.984993
767.793274	-70.190765
768.466187	-70.723221
769.139099	-71.889961
769.812012	-71.639259
770.484924	-69.420059
771.157837	-69.627556
771.830750	-71.203827
772.503662	-70.199387
773.176575	-71.656715
773.849487	-69.839142
774.522400	-68.495964
775.195312	-71.452301
775.868225	-68.464836
776.541138	-70.913315
777.214050	-70.388641
777.886963	-70.478088
778.559875	-71.813370
779.232788	-70.267258
779.905701	-69.641739
780.578613	-70.759483
781.251526	-69.898582
781.924438	-70.333084
782.597351	-70.483299
783.270264	-70.429802
783.943176	-71.492088
784.616089	-69.865189
785.289001	-70.215126
785.961914	-70.139740
