Frequency (Hz)	Level (dB)
711.941528	-73.727432
712.614441	-73.705490
713.287354	-73.210815
713.960266	-70.900177
714.633179	-72.458824
715.306091	-73.943138
715.979004	-72.489891
716.651917	-74.419128
717.324829	-73.465973
717.997742	-71.697632
718.670654	-72.209740
719.343567	-73.600601
720.016479	-72.813499
720.689392	-71.090233
721.362305	-72.779205
722.035217	-74.588814
722.708130	-72.640388
723.381042	-74.019295
724.053955	-72.423912
724.726868	-71.412140
725.399780	-72.083275
726.072693	-73.042885
726.745605	-73.463554
727.418518	-73.508881
728.091431	-72.150391
728.764343	-73.003777
729.437256	-73.654091
730.110168	-72.102798
730.783081	-72.220787
731.455994	-73.742744
732.128906	-74.680832
732.801819	-73.160721
733.474731	-72.654556
734.147644	-73.625183
734.820557	-72.603531
735.493469	-71.730461
736.166382	-73.053978
736.839294	-71.452873
737.512207	-72.183342
738.185120	-73.100235
738.858032	-71.694031
739.530945	-71.836693
740.203857	-73.601479
740.876770	-71.445671
741.549683	-72.248405
742.222595	-72.393936
742.895508	-73.147865
743.568420	-74.404823
744.241333	-72.599022
744.914246	-73.137054
745.587158	-72.288025
746.260071	-71.631256
746.932983	-73.386787
747.605896	-73.463745
748.278809	-72.724586
748.951721	-73.091408
749.624634	-73.983528
750.297546	-72.559677
750.970459	-72.627357
751.643372	-71.221619
752.316284	-72.392441
752.989197	-71.464920
753.662109	-72.603554
754.335022	-72.556656
755.007935	-72.699791
755.680847	-71.396812
756.353760	-72.735291
757.026672	-72.126442
757.699585	-70.609253
758.372498	-70.816452
759.045410	-71.934372
759.718323	-69.753860
760.391235	-68.980156
761.064148	-71.240623
761.737061	-72.676689
762.409973	-70.409622
763.082886	-71.086090
763.755798	-72.139946
764.428711	-71.922112
765.101624	-71.142181
765.774536	-71.462318
766.447449	-72.040047
767.120361	-71.804680
767.793274	-71.908791
768.466187	-71.954315
769.139099	-72.203102
769.812012	-72.003494
770.484924	-70.934387
771.157837	-70.505882
771.830750	-71.324097
772.503662	-70.642471
773.176575	-70.591621
773.849487	-71.705482
774.522400	-68.520279
775.195312	-70.848495
775.868225	-72.022537
776.541138	-71.571098
777.214050	-69.482307
777.886963	-71.438965
778.559875	-72.231544
779.232788	-69.562332
779.905701	-70.631950
780.578613	-70.042809
781.251526	-71.511215
781.924438	-72.270325
782.597351	-71.944229
783.270264	-71.121902
783.943176	-70.382172
784.616089	-69.305611
785.289001	-70.954445
785.961914	-71.152267
786.634827	-68.761696
787.307739	-69.789009
787.980652	-69.703491
788.653564	-69.523209
789.326477	-69.521599
789.999390	-69.830620
790.672302	-70.139046
791.345215	-69.097237
792.018127	-70.029404
792.691040	-69.567841
793.363953	-71.681908
794.036865	-70.272324
794.709778	-69.969269
795.382690	-70.784027
796.055603	-71.883774
796.728516	-69.879555
797.401428	-68.354683
798.074341	-68.537010
798.747253	-67.708504
799.420166	-68.472954
800.093079	-68.968719
800.765991	-69.108078
801.438904	-69.808784
802.111816	-68.885170
802.784729	-68.975708
803.457642	-68.903534
804.130554	-67.690895
804.803467	-68.605766
805.476379	-66.739182
806.149292	-67.983192
806.822205	-68.650467
807.495117	-68.782692
808.168030	-68.648232
808.840942	-70.103958
809.513855	-67.012512
810.186768	-67.689323
810.859680	-69.066574
811.532593	-68.411781
812.205505	-68.016342
812.878418	-67.879723
813.551331	-67.137665
814.224243	-67.121284
814.897156	-65.764618
815.570068	-67.524681
816.242981	-68.996140
816.915894	-65.780487
817.588806	-67.674843
818.261719	-67.304512
818.934631	-65.741463
819.607544	-67.119476
820.280457	-66.757690
820.953369	-65.394623
821.626282	-65.680862
822.299194	-65.360649
822.972107	-66.573097
823.645020	-68.131859
824.317932	-66.000389
824.990845	-65.207443
