Frequency (Hz)	Level (dB)
660.800171	-58.808865
661.473083	-59.407890
662.145996	-60.392265
662.818909	-56.213322
663.491821	-54.948795
664.164734	-54.555916
664.837646	-55.106071
665.510559	-59.221897
666.183472	-57.877430
666.856384	-53.632587
667.529297	-52.009235
668.202209	-53.437164
668.875122	-51.185066
669.548035	-53.926060
670.220947	-54.783897
670.893860	-50.935509
671.566772	-51.835953
672.239685	-54.419075
672.912598	-54.750366
673.585510	-52.371475
674.258423	-55.070236
674.931335	-56.573639
675.604248	-56.170647
676.277161	-58.200035
676.950073	-59.653210
677.622986	-58.757332
678.295898	-56.625809
678.968811	-59.840221
679.641724	-58.357887
680.314636	-60.338753
680.987549	-59.556824
681.660461	-62.749584
682.333374	-62.446495
683.006287	-58.424370
683.679199	-59.491184
684.352112	-58.171532
685.025024	-61.653290
685.697937	-68.884804
686.370850	-63.573624
687.043762	-64.683510
687.716675	-67.695564
688.389587	-61.847553
689.062500	-69.144577
689.735413	-66.435425
690.408325	-63.501270
691.081238	-65.594795
691.754150	-68.312927
692.427063	-70.256393
693.099976	-65.377609
693.772888	-63.739677
694.445801	-66.595474
695.118713	-65.554329
695.791626	-66.221115
696.464539	-69.100319
697.137451	-67.550339
697.810364	-65.661514
698.483276	-68.277763
699.156189	-66.616386
699.829102	-68.369461
700.502014	-68.476303
701.174927	-67.465752
701.847839	-71.250854
702.520752	-75.172386
703.193665	-70.128899
703.866577	-69.399994
704.539490	-69.030968
705.212402	-68.303886
705.885315	-73.309937
706.558228	-68.352036
707.231140	-71.076637
707.904053	-69.575417
708.576965	-68.450325
709.249878	-73.290077
709.922791	-71.325455
710.595703	-69.486244
711.268616	-70.463936
711.941528	-73.716911
712.614441	-70.029297
713.287354	-70.500214
713.960266	-66.020248
714.633179	-71.590233
715.306091	-71.774879
715.979004	-69.724098
716.651917	-70.449455
717.324829	-68.358521
717.997742	-72.006729
718.670654	-75.995667
719.343567	-70.812927
720.016479	-69.151848
720.689392	-70.452187
721.362305	-73.412399
722.035217	-71.142174
722.708130	-75.556137
723.381042	-74.336464
724.053955	-72.878098
724.726868	-75.059059
725.399780	-72.227951
726.072693	-73.676392
726.745605	-75.100510
727.418518	-75.279892
728.091431	-72.267311
728.764343	-72.824783
729.437256	-72.616280
730.110168	-72.609543
730.783081	-72.864441
731.455994	-70.758133
732.128906	-73.597290
732.801819	-72.695610
733.474731	-69.732368
734.147644	-71.288452
734.820557	-76.167511
735.493469	-72.819870
736.166382	-74.666206
736.839294	-70.708099
737.512207	-70.707474
738.185120	-73.503815
738.858032	-71.149216
739.530945	-70.575455
740.203857	-71.105667
740.876770	-71.600929
741.549683	-73.586945
742.222595	-72.999596
742.895508	-74.539055
743.568420	-72.261330
744.241333	-72.813927
744.914246	-76.702873
745.587158	-75.564552
746.260071	-70.151619
746.932983	-75.036652
747.605896	-72.403847
748.278809	-72.994911
748.951721	-72.893997
749.624634	-74.141418
750.297546	-69.533546
750.970459	-70.162529
751.643372	-70.942429
752.316284	-75.242317
752.989197	-70.468864
753.662109	-70.282761
754.335022	-72.134651
755.007935	-69.493729
755.680847	-68.223740
756.353760	-70.756218
757.026672	-67.679321
757.699585	-67.739761
758.372498	-67.769249
759.045410	-69.619095
759.718323	-67.205872
760.391235	-66.715591
761.064148	-68.024460
761.737061	-69.780945
762.409973	-71.434273
763.082886	-71.022919
763.755798	-70.666222
764.428711	-67.812561
765.101624	-69.507538
765.774536	-68.326553
766.447449	-68.121162
767.120361	-65.171677
767.793274	-69.517265
768.466187	-68.517197
769.139099	-65.972488
769.812012	-69.508286
770.484924	-64.600182
771.157837	-66.318398
771.830750	-66.237282
772.503662	-67.170090
773.176575	-68.277756
773.849487	-66.565834
774.522400	-65.280525
775.195312	-68.025185
775.868225	-70.018021
776.541138	-73.621620
777.214050	-67.790588
777.886963	-63.760433
778.559875	-65.315948
779.232788	-65.387207
779.905701	-63.354885
780.578613	-65.963165
781.251526	-63.319077
781.924438	-67.096466
782.597351	-69.835312
783.270264	-63.806313
783.943176	-62.294319
784.616089	-63.550385
785.289001	-64.900276
785.961914	-62.358414
786.634827	-62.832935
787.307739	-63.047649
787.980652	-61.087158
788.653564	-62.754990
789.326477	-62.188667
789.999390	-64.938560
790.672302	-60.586403
791.345215	-61.435329
792.018127	-61.403118
792.691040	-59.892284
793.363953	-61.500118
794.036865	-58.004665
794.709778	-60.884079
795.382690	-57.113338
796.055603	-57.397617
796.728516	-57.647629
797.401428	-57.637390
798.074341	-60.459248
798.747253	-54.918457
799.420166	-53.727654
800.093079	-54.407558
800.765991	-58.525333
801.438904	-57.687572
802.111816	-53.880329
802.784729	-58.630161
803.457642	-57.051418
804.130554	-54.653996
804.803467	-55.899712
805.476379	-52.535908
806.149292	-55.463409
806.822205	-58.417976
807.495117	-60.749569
808.168030	-60.555759
808.840942	-60.888931
809.513855	-57.110344
810.186768	-59.691063
810.859680	-59.007393
811.532593	-58.603760
812.205505	-58.419586
812.878418	-61.329025
813.551331	-63.068970
814.224243	-63.704967
814.897156	-60.307976
815.570068	-61.230598
816.242981	-65.117485
816.915894	-62.141155
817.588806	-62.870365
818.261719	-63.671913
818.934631	-61.399860
819.607544	-64.828415
820.280457	-67.600769
820.953369	-61.536682
821.626282	-62.815010
822.299194	-66.806938
822.972107	-72.470802
823.645020	-64.097565
824.317932	-62.148418
824.990845	-64.976707
825.663757	-66.987915
826.336670	-67.894585
827.009583	-67.448631
827.682495	-66.055969
828.355408	-66.484085
829.028320	-69.121117
829.701233	-68.501060
830.374146	-62.966331
831.047058	-66.816620
831.719971	-67.805153
832.392883	-67.119347
833.065796	-66.949226
833.738708	-67.602158
834.411621	-70.373512
835.084534	-65.625801
835.757446	-66.282913
836.430359	-68.784401
837.103271	-68.181107
837.776184	-68.112724
838.449097	-70.926659
839.122009	-69.237373
839.794922	-67.888535
840.467834	-68.439880
841.140747	-63.733467
841.813660	-66.878326
842.486572	-70.968239
843.159485	-69.735901
843.832397	-69.668320
844.505310	-73.813148
845.178223	-69.005653
845.851135	-69.720535
846.524048	-67.579269
847.196960	-70.694511
847.869873	-71.225258
848.542786	-70.984528
849.215698	-68.874718
849.888611	-68.175255
850.561523	-68.666260
